well,chemical,gene,CTvalue,replicate
g7,50ummeha,lpl,20.29,8
h7,100ummeha,lpl,19.84,8
a8,mi,b-actin,17.93,8
b8,20ummeha,b-actin,17.82,8
c8,50ummeha,b-actin,17.69,8
d8,100ummeha,b-actin,17.82,8
e8,mi,lpl,20.51,8
f8,20ummeha,lpl,20.54,8
g8,50ummeha,lpl,20.27,8
h8,100ummeha,lpl,19.79,8
a9,mi,b-actin,17.96,8
b9,20ummeha,b-actin,17.63,8
c9,50ummeha,b-actin,17.75,8
d9,100ummeha,b-actin,17.76,8
e9,mi,lpl,20.52,8
f9,20ummeha,lpl,20.46,8
g9,50ummeha,lpl,20.29,8
h9,100ummeha,lpl,19.7,8
a10,mi,b-actin,17.86,8
b10,mie,b-actin,17.77,8
c10,mir,b-actin,18.11,8
d10,mid,b-actin,18.48,8
e10,mi,lpl,20.54,8
f10,mie,lpl,20.61,8
g10,mir,lpl,17.99,8
h10,mid,lpl,18.22,8
a11,mi,b-actin,17.83,8
b11,mie,b-actin,17.67,8
c11,mir,b-actin,18.2,8
d11,mid,b-actin,18.67,8
e11,mi,lpl,20.78,8
f11,mie,lpl,20.63,8
g11,mir,lpl,18.18,8
h11,mid,lpl,18.12,8
a12,mi,b-actin,17.99,8
b12,mie,b-actin,17.68,8
c12,mir,b-actin,18.31,8
d12,mid,b-actin,18.58,8
e12,mi,lpl,20.81,8
f12,mie,lpl,20.72,8
g12,mir,lpl,18.24,8
h12,mid,lpl,18.24,8
a1,mi,plin,29.22,8
b1,20ummehp,plin,26.05,8
c1,50ummehp,plin,24.91,8
d1,100ummehp,plin,24.11,8
e1,mi,fabp4,24.45,8
f1,20ummehp,fabp4,20.76,8
g1,50ummehp,fabp4,18.75,8
h1,100ummehp,fabp4,18.36,8
a2,mi,plin,29.4,8
b2,20ummehp,plin,26.04,8
c2,50ummehp,plin,24.85,8
d2,100ummehp,plin,24.07,8
e2,mi,fabp4,24.46,8
f2,20ummehp,fabp4,20.61,8
g2,50ummehp,fabp4,18.73,8
h2,100ummehp,fabp4,18.26,8
a3,mi,plin,29.57,8
b3,20ummehp,plin,26.06,8
c3,50ummehp,plin,24.7,8
d3,100ummehp,plin,23.73,8
e3,mi,fabp4,24.46,8
f3,20ummehp,fabp4,20.47,8
g3,50ummehp,fabp4,18.51,8
h3,100ummehp,fabp4,18.25,8
a4,mi,plin,29.27,8
b4,20ummehtp,plin,26.91,8
c4,50ummehtp,plin,26.88,8
d4,100ummehtp,plin,25.58,8
e4,mi,fabp4,24.12,8
f4,20ummehtp,fabp4,21.57,8
g4,50ummehtp,fabp4,21.99,8
h4,100ummehtp,fabp4,20.34,8
a5,mi,plin,29.54,8
b5,20ummehtp,plin,27.14,8
c5,50ummehtp,plin,26.79,8
d5,100ummehtp,plin,25.67,8
e5,mi,fabp4,24.17,8
f5,20ummehtp,fabp4,21.47,8
g5,50ummehtp,fabp4,21.87,8
h5,100ummehtp,fabp4,20.32,8
a6,mi,plin,29.4,8
b6,20ummehtp,plin,26.89,8
c6,50ummehtp,plin,26.73,8
d6,100ummehtp,plin,25.47,8
e6,mi,fabp4,24.04,8
f6,20ummehtp,fabp4,21.37,8
g6,50ummehtp,fabp4,21.83,8
h6,100ummehtp,fabp4,20.23,8
a7,mi,plin,28.61,8
b7,20ummeha,plin,27.43,8
c7,50ummeha,plin,26.43,8
d7,100ummeha,plin,25.76,8
e7,mi,fabp4,24.01,8
f7,20ummeha,fabp4,23.02,8
g7,50ummeha,fabp4,22.47,8
h7,100ummeha,fabp4,21.48,8
a8,mi,plin,28.59,8
b8,20ummeha,plin,27.6,8
c8,50ummeha,plin,26.45,8
d8,100ummeha,plin,25.98,8
e8,mi,fabp4,23.93,8
f8,20ummeha,fabp4,23.1,8
g8,50ummeha,fabp4,22.38,8
h8,100ummeha,fabp4,21.47,8
a9,mi,plin,28.71,8
b9,20ummeha,plin,27.19,8
c9,50ummeha,plin,26.72,8
d9,100ummeha,plin,25.63,8
e9,mi,fabp4,24.05,8
f9,20ummeha,fabp4,22.86,8
g9,50ummeha,fabp4,22.44,8
h9,100ummeha,fabp4,21.41,8
a10,mi,plin,29.08,8
b10,mie,plin,28.28,8
c10,mir,plin,23.49,8
d10,mid,plin,23.93,8
e10,mi,fabp4,24.47,8
f10,mie,fabp4,23.75,8
g10,mir,fabp4,18.83,8
h10,mid,fabp4,18.8,8
a11,mi,plin,28.59,8
b11,mie,plin,28.21,8
c11,mir,plin,23.52,8
d11,mid,plin,24.1,8
e11,mi,fabp4,24.59,8
f11,mie,fabp4,24,8
g11,mir,fabp4,18.96,8
h11,mid,fabp4,18.8,8
a12,mi,plin,28.98,8
b12,mie,plin,28.12,8
c12,mir,plin,23.94,8
d12,mid,plin,23.44,8
e12,mi,fabp4,24.64,8
f12,mie,fabp4,24.01,8
g12,mir,fabp4,19.05,8
h12,mid,fabp4,18.91,8
a1,mi,b-actin,18.12,8
b1,mie,b-actin,18.07,8
c1,mir,b-actin,18.34,8
d1,mid,b-actin,18.82,8
e1,100umretinoicacid,b-actin,18.15,8
a2,mi,b-actin,18.02,8
b2,mie,b-actin,17.98,8
c2,mir,b-actin,18.31,8
d2,mid,b-actin,18.78,8
e2,100umretinoicacid,b-actin,18.08,8
a3,mi,b-actin,18.06,8
b3,mie,b-actin,17.96,8
c3,mir,b-actin,18.22,8
d3,mid,b-actin,18.69,8
e3,100umretinoicacid,b-actin,17.86,8
a4,mi,dlk1,18.48,8
b4,mie,dlk1,18.24,8
c4,mir,dlk1,19.3,8
d4,mid,dlk1,20.22,8
e4,100umretinoicacid,dlk1,18.2,8
a5,mi,dlk1,18.47,8
b5,mie,dlk1,18.18,8
c5,mir,dlk1,19.4,8
d5,mid,dlk1,20.1,8
e5,100umretinoicacid,dlk1,18.32,8
a6,mi,dlk1,18.47,8
b6,mie,dlk1,18.2,8
c6,mir,dlk1,19.46,8
d6,mid,dlk1,20.12,8
e6,100umretinoicacid,dlk1,18.26,8
a7,mi,klf2,24.76,8
b7,mie,klf2,24.8,8
c7,mir,klf2,25.87,8
d7,mid,klf2,25.88,8
e7,100umretinoicacid,klf2,25.03,8
a8,mi,klf2,24.81,8
b8,mie,klf2,24.83,8
c8,mir,klf2,25.98,8
d8,mid,klf2,25.89,8
e8,100umretinoicacid,klf2,24.92,8
a9,mi,klf2,24.75,8
b9,mie,klf2,24.69,8
c9,mir,klf2,25.94,8
d9,mid,klf2,25.88,8
e9,100umretinoicacid,klf2,24.98,8
a10,mi,sox9,22.34,8
b10,mie,sox9,22.19,8
c10,mir,sox9,23.48,8
d10,mid,sox9,24.3,8
e10,100umretinoicacid,sox9,22.63,8
a11,mi,sox9,22.31,8
b11,mie,sox9,22.09,8
c11,mir,sox9,23.59,8
d11,mid,sox9,24.6,8
e11,100umretinoicacid,sox9,22.74,8
a12,mi,sox9,22.5,8
b12,mie,sox9,22.27,8
c12,mir,sox9,23.68,8
d12,mid,sox9,24.52,8
e12,100umretinoicacid,sox9,22.92,8
a1,mi,pparg,25.55,8
b1,20ummehp,pparg,24.39,8
c1,50ummehp,pparg,23.53,8
d1,100ummehp,pparg,23.45,8
e1,mi,adipoq,25.35,8
f1,20ummehp,adipoq,22.42,8
g1,50ummehp,adipoq,21.35,8
h1,100ummehp,adipoq,20.62,8
a2,mi,pparg,25.47,8
b2,20ummehp,pparg,24.39,8
c2,50ummehp,pparg,23.39,8
d2,100ummehp,pparg,23.37,8
e2,mi,adipoq,25.29,8
f2,20ummehp,adipoq,22.27,8
g2,50ummehp,adipoq,21.24,8
h2,100ummehp,adipoq,20.51,8
a3,mi,pparg,25.4,8
b3,20ummehp,pparg,24.32,8
c3,50ummehp,pparg,23.52,8
d3,100ummehp,pparg,23.42,8
e3,mi,adipoq,25.29,8
f3,20ummehp,adipoq,22.25,8
g3,50ummehp,adipoq,21.13,8
h3,100ummehp,adipoq,20.54,8
a4,mi,pparg,25.55,8
b4,20ummehtp,pparg,25.14,8
c4,50ummehtp,pparg,25.18,8
d4,100ummehtp,pparg,24.92,8
e4,mi,adipoq,25.01,8
f4,20ummehtp,adipoq,22.67,8
g4,50ummehtp,adipoq,23.38,8
h4,100ummehtp,adipoq,22.19,8
a5,mi,pparg,25.57,8
b5,20ummehtp,pparg,25.1,8
c5,50ummehtp,pparg,25.07,8
d5,100ummehtp,pparg,24.91,8
e5,mi,adipoq,25.06,8
f5,20ummehtp,adipoq,22.71,8
g5,50ummehtp,adipoq,23.15,8
h5,100ummehtp,adipoq,22.2,8
a6,mi,pparg,25.48,8
b6,20ummehtp,pparg,25.19,8
c6,50ummehtp,pparg,25.09,8
d6,100ummehtp,pparg,24.93,8
e6,mi,adipoq,25,8
f6,20ummehtp,adipoq,22.77,8
g6,50ummehtp,adipoq,23.24,8
h6,100ummehtp,adipoq,22.08,8
a7,mi,pparg,25.37,8
b7,20ummeha,pparg,24.97,8
c7,50ummeha,pparg,24.86,8
d7,100ummeha,pparg,24.32,8
e7,mi,adipoq,24.65,8
f7,20ummeha,adipoq,23.33,8
g7,50ummeha,adipoq,23.06,8
h7,100ummeha,adipoq,22.25,8
a8,mi,pparg,25.36,8
b8,20ummeha,pparg,25.08,8
c8,50ummeha,pparg,24.91,8
d8,100ummeha,pparg,24.27,8
e8,mi,adipoq,24.53,8
f8,20ummeha,adipoq,23.41,8
g8,50ummeha,adipoq,22.86,8
h8,100ummeha,adipoq,22.18,8
a9,mi,pparg,25.28,8
b9,20ummeha,pparg,25.01,8
c9,50ummeha,pparg,24.96,8
d9,100ummeha,pparg,24.32,8
e9,mi,adipoq,24.53,8
f9,20ummeha,adipoq,23.37,8
g9,50ummeha,adipoq,22.85,8
h9,100ummeha,adipoq,22.21,8
a10,mi,pparg,25.32,8
b10,mie,pparg,25.02,8
c10,mir,pparg,23.01,8
d10,mid,pparg,22.4,8
e10,mi,adipoq,24.79,8
f10,mie,adipoq,24.22,8
g10,mir,adipoq,19.78,8
h10,mid,adipoq,19.49,8
a11,mi,pparg,25.23,8
b11,mie,pparg,25.03,8
c11,mir,pparg,22.96,8
d11,mid,pparg,22.35,8
e11,mi,adipoq,24.86,8
f11,mie,adipoq,24.19,8
g11,mir,adipoq,19.66,8
h11,mid,adipoq,19.62,8
a12,mi,pparg,25.44,8
b12,mie,pparg,25.05,8
c12,mir,pparg,22.94,8
d12,mid,pparg,22.34,8
e12,mi,adipoq,25.03,8
f12,mie,adipoq,24.42,8
g12,mir,adipoq,19.78,8
h12,mid,adipoq,19.58,8
a1,mi,lpl,21.34,3
b1,0.01ummehtp,lpl,21.56,3
c1,0.1ummehtp,lpl,21.28,3
d1,1ummehtp,lpl,21.41,3
e1,10ummehtp,lpl,21.46,3
f1,20ummehtp,lpl,21.02,3
a2,mi,lpl,21.28,3
b2,0.01ummehtp,lpl,21.47,3
c2,0.1ummehtp,lpl,21.44,3
d2,1ummehtp,lpl,21.34,3
e2,10ummehtp,lpl,21.34,3
f2,20ummehtp,lpl,20.87,3
a3,mi,lpl,21.26,3
b3,0.01ummehtp,lpl,21.42,3
c3,0.1ummehtp,lpl,21.24,3
d3,1ummehtp,lpl,21.24,3
e3,10ummehtp,lpl,21.26,3
f3,20ummehtp,lpl,20.84,3
a4,mi,lpl,21.27,4
b4,0.01ummehtp,lpl,21.57,4
c4,0.1ummehtp,lpl,21.23,4
d4,1ummehtp,lpl,21.1,4
e4,10ummehtp,lpl,21.3,4
f4,20ummehtp,lpl,21.09,4
a5,mi,lpl,21.26,4
b5,0.01ummehtp,lpl,21.51,4
c5,0.1ummehtp,lpl,21.12,4
d5,1ummehtp,lpl,21.08,4
e5,10ummehtp,lpl,21.15,4
f5,20ummehtp,lpl,21.06,4
a6,mi,lpl,21.23,4
b6,0.01ummehtp,lpl,21.54,4
c6,0.1ummehtp,lpl,21.24,4
d6,1ummehtp,lpl,21.11,4
e6,10ummehtp,lpl,21.18,4
f6,20ummehtp,lpl,21.05,4
a7,mi,lpl,21.51,5
b7,0.01ummehtp,lpl,21.25,5
c7,0.1ummehtp,lpl,21.26,5
d7,1ummehtp,lpl,21.19,5
e7,10ummehtp,lpl,21.25,5
f7,20ummehtp,lpl,21.29,5
a8,mi,lpl,21.69,5
b8,0.01ummehtp,lpl,21.41,5
c8,0.1ummehtp,lpl,21.29,5
d8,1ummehtp,lpl,21.22,5
e8,10ummehtp,lpl,21.35,5
f8,20ummehtp,lpl,21.44,5
a9,mi,lpl,21.41,5
b9,0.01ummehtp,lpl,21.32,5
c9,0.1ummehtp,lpl,21.37,5
d9,1ummehtp,lpl,21.21,5
e9,10ummehtp,lpl,21.36,5
f9,20ummehtp,lpl,21.33,5
a10,mi,lpl,21.22,5
b10,mie,lpl,21.11,5
c10,mir,lpl,18.1,5
d10,mid,lpl,18.45,5
e10,mi,lpl,21.36,6
f10,mie,lpl,21.5,6
g10,mir,lpl,19.05,6
h10,mid,lpl,18.4,6
a11,mi,lpl,21.08,5
b11,mie,lpl,21.09,5
c11,mir,lpl,18.08,5
d11,mid,lpl,18.5,5
e11,mi,lpl,21.42,6
f11,mie,lpl,21.46,6
g11,mir,lpl,19.05,6
h11,mid,lpl,18.52,6
a12,mi,lpl,21.18,5
b12,mie,lpl,21.29,5
c12,mir,lpl,18.14,5
d12,mid,lpl,18.46,5
e12,mi,lpl,21.49,6
f12,mie,lpl,21.56,6
g12,mir,lpl,19.15,6
h12,mid,lpl,18.47,6
a1,mi,srebp,26.7,8
b1,20ummehp,srebp,25.85,8
c1,50ummehp,srebp,25.82,8
d1,100ummehp,srebp,25.41,8
e1,mi,cebpa,28.54,8
f1,20ummehp,cebpa,26.62,8
g1,50ummehp,cebpa,26.78,8
h1,100ummehp,cebpa,25.36,8
a2,mi,srebp,26.55,8
b2,20ummehp,srebp,25.67,8
c2,50ummehp,srebp,25.71,8
d2,100ummehp,srebp,25.23,8
e2,mi,cebpa,27.98,8
f2,20ummehp,cebpa,26.46,8
g2,50ummehp,cebpa,26.13,8
h2,100ummehp,cebpa,25.26,8
a3,mi,srebp,26.53,8
b3,20ummehp,srebp,25.77,8
c3,50ummehp,srebp,25.52,8
d3,100ummehp,srebp,25.19,8
e3,mi,cebpa,27.59,8
f3,20ummehp,cebpa,26.15,8
g3,50ummehp,cebpa,26.12,8
h3,100ummehp,cebpa,25.33,8
a4,mi,srebp,26.63,8
b4,20ummehtp,srebp,26.14,8
c4,50ummehtp,srebp,25.73,8
d4,100ummehtp,srebp,25.91,8
e4,mi,cebpa,27.66,8
f4,20ummehtp,cebpa,26.66,8
g4,50ummehtp,cebpa,27.01,8
h4,100ummehtp,cebpa,27.09,8
a5,mi,srebp,26.6,8
b5,20ummehtp,srebp,25.91,8
c5,50ummehtp,srebp,25.6,8
d5,100ummehtp,srebp,25.67,8
e5,mi,cebpa,27.82,8
f5,20ummehtp,cebpa,27.07,8
g5,50ummehtp,cebpa,26.91,8
h5,100ummehtp,cebpa,27.01,8
a6,mi,srebp,26.56,8
b6,20ummehtp,srebp,26.01,8
c6,50ummehtp,srebp,25.81,8
d6,100ummehtp,srebp,25.64,8
e6,mi,cebpa,27.87,8
f6,20ummehtp,cebpa,27.14,8
g6,50ummehtp,cebpa,26.83,8
h6,100ummehtp,cebpa,26.9,8
a7,mi,srebp,26.02,8
b7,20ummeha,srebp,25.51,8
c7,50ummeha,srebp,25.36,8
d7,100ummeha,srebp,25.23,8
e7,mi,cebpa,26.78,8
f7,20ummeha,cebpa,26.35,8
g7,50ummeha,cebpa,26.15,8
h7,100ummeha,cebpa,26.23,8
a8,mi,srebp,26.02,8
b8,20ummeha,srebp,25.68,8
c8,50ummeha,srebp,25.44,8
d8,100ummeha,srebp,25.29,8
e8,mi,cebpa,27.06,8
f8,20ummeha,cebpa,26.42,8
g8,50ummeha,cebpa,26.39,8
h8,100ummeha,cebpa,26.17,8
a9,mi,srebp,25.94,8
b9,20ummeha,srebp,25.51,8
c9,50ummeha,srebp,25.53,8
d9,100ummeha,srebp,25.35,8
e9,mi,cebpa,26.71,8
f9,20ummeha,cebpa,26.41,8
g9,50ummeha,cebpa,26.23,8
h9,100ummeha,cebpa,25.95,8
a10,mi,srebp,25.78,8
b10,mie,srebp,25.48,8
c10,mir,srebp,24.51,8
d10,mid,srebp,24.81,8
e10,mi,cebpa,26.68,8
f10,mie,cebpa,26.53,8
g10,mir,cebpa,24.02,8
h10,mid,cebpa,24.59,8
a11,mi,srebp,25.9,8
b11,mie,srebp,25.46,8
c11,mir,srebp,24.7,8
d11,mid,srebp,24.98,8
e11,mi,cebpa,26.82,8
f11,mie,cebpa,26.44,8
g11,mir,cebpa,24.33,8
h11,mid,cebpa,24.71,8
a12,mi,srebp,25.91,8
b12,mie,srebp,25.69,8
c12,mir,srebp,24.92,8
d12,mid,srebp,24.96,8
e12,mi,cebpa,27.54,8
f12,mie,cebpa,27.36,8
g12,mir,cebpa,24.76,8
h12,mid,cebpa,24.69,8
a1,mi,fasn,24.35,8
b1,20ummehp,fasn,23.3,8
c1,50ummehp,fasn,22.69,8
d1,100ummehp,fasn,22.77,8
e1,mi,retn,26.63,8
f1,20ummehp,retn,24.02,8
g1,50ummehp,retn,22.29,8
h1,100ummehp,retn,22.7,8
a2,mi,fasn,24.35,8
b2,20ummehp,fasn,23.09,8
c2,50ummehp,fasn,22.63,8
d2,100ummehp,fasn,22.64,8
e2,mi,retn,26.76,8
f2,20ummehp,retn,23.78,8
g2,50ummehp,retn,22.22,8
h2,100ummehp,retn,22.56,8
a3,mi,fasn,24.37,8
b3,20ummehp,fasn,23.06,8
c3,50ummehp,fasn,22.55,8
d3,100ummehp,fasn,22.56,8
e3,mi,retn,26.75,8
f3,20ummehp,retn,23.86,8
g3,50ummehp,retn,22.36,8
h3,100ummehp,retn,22.54,8
a4,mi,fasn,24.05,8
b4,20ummehtp,fasn,23.05,8
c4,50ummehtp,fasn,23.01,8
d4,100ummehtp,fasn,22.67,8
e4,mi,retn,26.59,8
f4,20ummehtp,retn,24.97,8
g4,50ummehtp,retn,26.45,8
h4,100ummehtp,retn,26.36,8
a5,mi,fasn,24.07,8
b5,20ummehtp,fasn,23.01,8
c5,50ummehtp,fasn,23.03,8
d5,100ummehtp,fasn,22.54,8
e5,mi,retn,26.49,8
f5,20ummehtp,retn,24.86,8
g5,50ummehtp,retn,26.52,8
h5,100ummehtp,retn,26.3,8
a6,mi,fasn,24.02,8
b6,20ummehtp,fasn,22.94,8
c6,50ummehtp,fasn,23.12,8
d6,100ummehtp,fasn,22.55,8
e6,mi,retn,27.06,8
f6,20ummehtp,retn,24.93,8
g6,50ummehtp,retn,26.56,8
h6,100ummehtp,retn,26.29,8
a7,mi,fasn,23.57,8
b7,20ummeha,fasn,23.15,8
c7,50ummeha,fasn,22.59,8
d7,100ummeha,fasn,22.39,8
e7,mi,retn,26.52,8
f7,20ummeha,retn,25.45,8
g7,50ummeha,retn,25.05,8
h7,100ummeha,retn,24.36,8
a8,mi,fasn,23.68,8
b8,20ummeha,fasn,23.2,8
c8,50ummeha,fasn,22.56,8
d8,100ummeha,fasn,22.4,8
e8,mi,retn,26.28,8
f8,20ummeha,retn,25.39,8
g8,50ummeha,retn,25.22,8
h8,100ummeha,retn,24.45,8
a9,mi,fasn,23.54,8
b9,20ummeha,fasn,23.05,8
c9,50ummeha,fasn,22.56,8
d9,100ummeha,fasn,22.37,8
e9,mi,retn,26.38,8
f9,20ummeha,retn,25.23,8
g9,50ummeha,retn,25.77,8
h9,100ummeha,retn,24.3,8
a10,mi,fasn,23.7,8
b10,mie,fasn,23.32,8
c10,mir,fasn,20.68,8
d10,mid,fasn,21.41,8
e10,mi,retn,26.67,8
f10,mie,retn,26.33,8
g10,mir,retn,20.97,8
h10,mid,retn,19.72,8
a11,mi,fasn,23.63,8
b11,mie,fasn,23.23,8
c11,mir,fasn,20.76,8
d11,mid,fasn,21.59,8
e11,mi,retn,27.39,8
f11,mie,retn,26.17,8
g11,mir,retn,21.15,8
h11,mid,retn,19.66,8
a12,mi,fasn,23.75,8
b12,mie,fasn,23.36,8
c12,mir,fasn,21,8
d12,mid,fasn,21.64,8
e12,mi,retn,27.29,8
f12,mie,retn,26.5,8
g12,mir,retn,21.25,8
h12,mid,retn,19.67,8
a1,mi,dlk1,19.28,3
b1,0.01ummehp,dlk1,19.01,3
c1,0.1ummehp,dlk1,18.92,3
d1,1ummehp,dlk1,18.99,3
e1,10ummehp,dlk1,19.37,3
f1,20ummehp,dlk1,19.74,8
g1,50ummehp,dlk1,21.4,8
h1,100ummehp,dlk1,21.19,8
a2,mi,dlk1,19.06,3
b2,0.01ummehp,dlk1,18.68,3
c2,0.1ummehp,dlk1,18.73,3
d2,1ummehp,dlk1,18.7,3
e2,10ummehp,dlk1,19.23,3
f2,20ummehp,dlk1,19.48,8
g2,50ummehp,dlk1,21.29,8
h2,100ummehp,dlk1,21.13,8
a3,mi,dlk1,19.07,3
b3,0.01ummehp,dlk1,18.7,3
c3,0.1ummehp,dlk1,18.54,3
d3,1ummehp,dlk1,18.78,3
e3,10ummehp,dlk1,19.15,3
f3,20ummehp,dlk1,19.39,8
g3,50ummehp,dlk1,21.2,8
h3,100ummehp,dlk1,21.13,8
a4,mi,dlk1,19.04,3
b4,0.01ummehtp,dlk1,18.64,3
c4,0.1ummehtp,dlk1,18.83,3
d4,1ummehtp,dlk1,18.48,3
e4,10ummehtp,dlk1,19,3
f4,20ummehtp,dlk1,19.21,8
g4,50ummehtp,dlk1,19.76,8
h4,100ummehtp,dlk1,20.06,8
a5,mi,dlk1,18.89,3
b5,0.01ummehtp,dlk1,18.64,3
c5,0.1ummehtp,dlk1,18.74,3
d5,1ummehtp,dlk1,18.42,3
e5,10ummehtp,dlk1,18.97,3
f5,20ummehtp,dlk1,19.1,8
g5,50ummehtp,dlk1,19.57,8
h5,100ummehtp,dlk1,20.05,8
a6,mi,dlk1,18.86,3
b6,0.01ummehtp,dlk1,18.54,3
c6,0.1ummehtp,dlk1,18.79,3
d6,1ummehtp,dlk1,18.4,3
e6,10ummehtp,dlk1,18.91,3
f6,20ummehtp,dlk1,19.14,8
g6,50ummehtp,dlk1,19.55,8
h6,100ummehtp,dlk1,19.83,8
a7,mi,dlk1,18.8,4
b7,0.01ummeha,dlk1,18.51,4
c7,0.1ummeha,dlk1,18.43,4
d7,1ummeha,dlk1,18.46,4
e7,10ummeha,dlk1,18.86,4
f7,20ummeha,dlk1,18.79,8
g7,50ummeha,dlk1,19.22,8
h7,100ummeha,dlk1,19.36,8
a8,mi,dlk1,18.82,4
b8,0.01ummeha,dlk1,18.49,4
c8,0.1ummeha,dlk1,18.47,4
d8,1ummeha,dlk1,18.53,4
e8,10ummeha,dlk1,18.63,4
f8,20ummeha,dlk1,19.02,8
g8,50ummeha,dlk1,19.14,8
h8,100ummeha,dlk1,19.28,8
a9,mi,dlk1,18.74,4
b9,0.01ummeha,dlk1,18.38,4
c9,0.1ummeha,dlk1,18.34,4
d9,1ummeha,dlk1,18.44,4
e9,10ummeha,dlk1,18.62,4
f9,20ummeha,dlk1,18.67,8
g9,50ummeha,dlk1,19.11,8
h9,100ummeha,dlk1,19.25,8
a10,mi,dlk1,19.2,3
b10,mie,dlk1,18.49,3
c10,mir,dlk1,20.08,3
d10,mid,dlk1,20.84,3
f10,mi,dlk1,18.93,8
g10,mi,dlk1,19.42,8
h10,mi,dlk1,19.08,8
a11,mi,dlk1,19.12,3
b11,mie,dlk1,18.47,3
c11,mir,dlk1,20.11,3
d11,mid,dlk1,20.84,3
f11,mi,dlk1,18.9,8
g11,mi,dlk1,19.41,8
h11,mi,dlk1,18.93,8
a12,mi,dlk1,19.3,3
b12,mie,dlk1,18.58,3
c12,mir,dlk1,20.2,3
d12,mid,dlk1,20.97,3
f12,mi,dlk1,19.27,8
g12,mi,dlk1,19.51,8
h12,mi,dlk1,19.07,8
a1,mi,klf2,25.57,3
b1,0.01ummehp,klf2,25.19,3
c1,0.1ummehp,klf2,25.2,3
d1,1ummehp,klf2,25.24,3
e1,10ummehp,klf2,25.43,3
f1,20ummehp,klf2,24.9,8
g1,50ummehp,klf2,26.17,8
h1,100ummehp,klf2,26,8
a2,mi,klf2,25.57,3
b2,0.01ummehp,klf2,25.13,3
c2,0.1ummehp,klf2,25.12,3
d2,1ummehp,klf2,25.12,3
e2,10ummehp,klf2,25.28,3
f2,20ummehp,klf2,24.75,8
g2,50ummehp,klf2,26,8
h2,100ummehp,klf2,26.07,8
a3,mi,klf2,25.47,3
b3,0.01ummehp,klf2,25.12,3
c3,0.1ummehp,klf2,24.86,3
d3,1ummehp,klf2,25.08,3
e3,10ummehp,klf2,25.24,3
f3,20ummehp,klf2,24.58,8
g3,50ummehp,klf2,26.03,8
h3,100ummehp,klf2,26.05,8
a4,mi,klf2,25.38,3
b4,0.01ummehtp,klf2,25.23,3
c4,0.1ummehtp,klf2,24.87,3
d4,1ummehtp,klf2,25.14,3
e4,10ummehtp,klf2,25.35,3
f4,20ummehtp,klf2,24.8,8
g4,50ummehtp,klf2,25.48,8
h4,100ummehtp,klf2,25.26,8
a5,mi,klf2,25.33,3
b5,0.01ummehtp,klf2,25.42,3
c5,0.1ummehtp,klf2,25.07,3
d5,1ummehtp,klf2,25.03,3
e5,10ummehtp,klf2,25.37,3
f5,20ummehtp,klf2,24.73,8
g5,50ummehtp,klf2,25.41,8
h5,100ummehtp,klf2,25.35,8
a6,mi,klf2,25.3,3
b6,0.01ummehtp,klf2,25.17,3
c6,0.1ummehtp,klf2,25.04,3
d6,1ummehtp,klf2,25.03,3
e6,10ummehtp,klf2,25.28,3
f6,20ummehtp,klf2,24.77,8
g6,50ummehtp,klf2,25.38,8
h6,100ummehtp,klf2,25.38,8
a7,mi,klf2,25.43,4
b7,0.01ummeha,klf2,25.18,4
c7,0.1ummeha,klf2,25.2,4
d7,1ummeha,klf2,25.25,4
e7,10ummeha,klf2,25.13,4
f7,20ummeha,klf2,24.54,8
g7,50ummeha,klf2,24.84,8
h7,100ummeha,klf2,24.82,8
a8,mi,klf2,25.44,4
b8,0.01ummeha,klf2,25.35,4
c8,0.1ummeha,klf2,25.15,4
d8,1ummeha,klf2,25.26,4
e8,10ummeha,klf2,25.16,4
f8,20ummeha,klf2,24.52,8
g8,50ummeha,klf2,24.87,8
h8,100ummeha,klf2,24.68,8
a9,mi,klf2,25.39,4
b9,0.01ummeha,klf2,25.23,4
c9,0.1ummeha,klf2,25.11,4
d9,1ummeha,klf2,25.2,4
e9,10ummeha,klf2,25.17,4
f9,20ummeha,klf2,24.51,8
g9,50ummeha,klf2,24.79,8
h9,100ummeha,klf2,24.62,8
a10,mi,klf2,25.48,3
b10,mie,klf2,25.4,3
c10,mir,klf2,26.04,3
d10,mid,klf2,26.11,3
f10,mi,klf2,24.43,8
g10,mi,klf2,24.4,8
h10,mi,klf2,24.39,8
a11,mi,klf2,25.49,3
b11,mie,klf2,25.34,3
c11,mir,klf2,26.03,3
d11,mid,klf2,26.29,3
f11,mi,klf2,24.44,8
g11,mi,klf2,24.53,8
h11,mi,klf2,24.46,8
a12,mi,klf2,25.55,3
b12,mie,klf2,25.32,3
c12,mir,klf2,26.2,3
d12,mid,klf2,26.23,3
f12,mi,klf2,24.66,8
g12,mi,klf2,24.56,8
h12,mi,klf2,24.46,8
a1,mi,sox9,23.4,3
b1,0.01ummehp,sox9,23.1,3
c1,0.1ummehp,sox9,22.86,3
d1,1ummehp,sox9,22.91,3
e1,10ummehp,sox9,23.31,3
f1,20ummehp,sox9,22.71,8
g1,50ummehp,sox9,24.12,8
h1,100ummehp,sox9,24.04,8
a2,mi,sox9,23.27,3
b2,0.01ummehp,sox9,22.96,3
c2,0.1ummehp,sox9,22.74,3
d2,1ummehp,sox9,22.91,3
e2,10ummehp,sox9,23.2,3
